exp_id,Method,N,Seeds,Mean Eval Loss,Std Eval Loss,95% CI Eval,Mean Train Loss,Std Train Loss,95% CI Train,Mean Gap,Std Gap,Mean Phase2 ΔEval,Std Phase2 ΔEval
exp_012_random_only_multiseed,Random,3,"13,21,42",9.616399129231771,0.00012846433173675242,0.0001453710763585796,38.770100063747826,0.04024056274120472,0.04553648347271408,-29.153700934516056,0.0401746926852832,-0.0013834635416666667,4.788673415540199e-05
exp_013_grouped_only_multiseed,Grouped,3,"13,21,42",9.61652692159017,0.00021044965469782815,0.00023814620298968355,38.722209506564674,0.0837623097954453,0.09478597653235654,-29.105682584974502,0.08355971246009895,-0.0013230641682942708,8.784853845934995e-05
exp_014_grouped_to_random_multiseed,Grouped→Random,3,"13,21,42",9.616591453552246,1.2615925364802315e-05,1.4276263494671894e-05,38.77133009168837,0.04001225310629127,0.04527812679952938,-29.15473863813612,0.039999846765461956,-0.001311937967936198,1.7593503445970804e-05
exp_015_random_to_grouped_multiseed,Random→Grouped,3,"13,21,42",9.616386731465658,9.03947098320946e-05,0.00010229124370756074,38.722546895345054,0.08318304486583673,0.09413047655679498,-29.106160163879395,0.08322542054459718,-0.0013634363810221355,4.1011691850967755e-05
