exp_id,Method,N,Seeds,Mean Eval Loss,Std Eval Loss,95% CI Eval,Mean Train Loss,Std Train Loss,95% CI Train,Mean Gap,Std Gap,Mean Phase2 ΔEval,Std Phase2 ΔEval
exp_018_random_only_multiseed_long,Random,3,"13,21,42",9.611238797505697,0.00021307810464100992,0.00024112057410288857,38.76055636935764,0.030840288256154494,0.03489907150408984,-29.14931757185194,0.031053158742788693,-0.0039908091227213545,9.670433128112639e-05
exp_019_grouped_only_multiseed_long,Grouped,3,"13,21,42",9.611552556355795,0.00010812468756713155,0.00012235460224693806,38.722173394097226,0.03900611663088796,0.0441395761962948,-29.11062083774143,0.03901942147220277,-0.0038159688313802085,5.832506621969102e-05
exp_020_grouped_to_random_multiseed_long,Grouped→Random,3,"13,21,42",9.611759503682455,0.00021096115141597821,0.0002387250160147941,38.76272142198351,0.03064208124191672,0.03467477915295996,-29.150961918301054,0.030848937650293007,-0.0037781397501627603,0.00011281742782704696
exp_021_random_to_grouped_multiseed_long,Random→Grouped,3,"13,21,42",9.611469268798828,0.0002447879672933447,0.00027700366166994003,38.722423977322045,0.03845785598960637,0.04351916087578799,-29.11095470852322,0.038652684497624726,-0.003803253173828125,0.00012401066854218006
