exp_id,method,seed,phase_1_train_loss,phase_1_eval_loss,phase_2_train_loss,phase_2_eval_loss,final_eval_loss,final_train_loss,generalization_gap,phase_2_delta_eval,summary_path
exp_022_random_only_multiseed_3k,Random,13,45.57628542877907,11.456820487976074,45.443230562431864,11.424159049987793,11.424159049987793,45.443230562431864,-34.01907151244407,-0.03266143798828125,D:\Working\llm-batching-research\experiments\exp_022_random_only_multiseed_3k\seed_013\run_summary.json
exp_022_random_only_multiseed_3k,Random,21,45.57772081951762,11.455662727355957,45.43941692973292,11.420419692993164,11.420419692993164,45.43941692973292,-34.01899723673976,-0.03524303436279297,D:\Working\llm-batching-research\experiments\exp_022_random_only_multiseed_3k\seed_021\run_summary.json
exp_022_random_only_multiseed_3k,Random,42,45.54675931708757,11.458122253417969,45.41760182935138,11.424598693847656,11.424598693847656,45.41760182935138,-33.99300313550373,-0.0335235595703125,D:\Working\llm-batching-research\experiments\exp_022_random_only_multiseed_3k\seed_042\run_summary.json
exp_023_grouped_only_multiseed_3k,Grouped,13,45.6172077267669,11.457763671875,45.4861340190089,11.424962997436523,11.424962997436523,45.4861340190089,-34.06117102157238,-0.03280067443847656,D:\Working\llm-batching-research\experiments\exp_023_grouped_only_multiseed_3k\seed_013\run_summary.json
exp_023_grouped_only_multiseed_3k,Grouped,21,45.56592258187227,11.458463668823242,45.43892084166061,11.425775527954102,11.425775527954102,45.43892084166061,-34.01314531370651,-0.032688140869140625,D:\Working\llm-batching-research\experiments\exp_023_grouped_only_multiseed_3k\seed_021\run_summary.json
exp_023_grouped_only_multiseed_3k,Grouped,42,45.562938956327216,11.457639694213867,45.43452524584393,11.424419403076172,11.424419403076172,45.43452524584393,-34.01010584276776,-0.03322029113769531,D:\Working\llm-batching-research\experiments\exp_023_grouped_only_multiseed_3k\seed_042\run_summary.json
exp_024_grouped_to_random_multiseed_3k,Grouped→Random,13,45.61832268293514,11.45846939086914,45.452429483103195,11.425800323486328,11.425800323486328,45.452429483103195,-34.02662915961687,-0.0326690673828125,D:\Working\llm-batching-research\experiments\exp_024_grouped_to_random_multiseed_3k\seed_013\run_summary.json
exp_024_grouped_to_random_multiseed_3k,Grouped→Random,21,45.565691925758536,11.45840072631836,45.45878884958666,11.425373077392578,11.425373077392578,45.45878884958666,-34.03341577219408,-0.03302764892578125,D:\Working\llm-batching-research\experiments\exp_024_grouped_to_random_multiseed_3k\seed_021\run_summary.json
exp_024_grouped_to_random_multiseed_3k,Grouped→Random,42,45.56210894917333,11.45754623413086,45.41599397881087,11.423425674438477,11.423425674438477,45.41599397881087,-33.99256830437239,-0.03412055969238281,D:\Working\llm-batching-research\experiments\exp_024_grouped_to_random_multiseed_3k\seed_042\run_summary.json
exp_025_random_to_grouped_multiseed_3k,Random→Grouped,13,45.57902136514353,11.457995414733887,45.4881091450536,11.425119400024414,11.425119400024414,45.4881091450536,-34.062989745029185,-0.032876014709472656,D:\Working\llm-batching-research\experiments\exp_025_random_to_grouped_multiseed_3k\seed_013\run_summary.json
exp_025_random_to_grouped_multiseed_3k,Random→Grouped,21,45.58435484420421,11.458613395690918,45.44067489269168,11.426480293273926,11.426480293273926,45.44067489269168,-34.014194599417756,-0.03213310241699219,D:\Working\llm-batching-research\experiments\exp_025_random_to_grouped_multiseed_3k\seed_021\run_summary.json
exp_025_random_to_grouped_multiseed_3k,Random→Grouped,42,45.54571036405341,11.457959175109863,45.43773491438045,11.425925254821777,11.425925254821777,45.43773491438045,-34.01180965955867,-0.03203392028808594,D:\Working\llm-batching-research\experiments\exp_025_random_to_grouped_multiseed_3k\seed_042\run_summary.json
